id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1462194201505013762,1462194201505013762,2021-11-20 18:00:38 EST,2021-11-20,18:00:38,-0500,115477344,ejusa,Equal Justice USA,,Trauma runs deep in every aspect of the #deathpenalty. A man took that reality on when he volunteered as a spiritual advisor for two men executed by our federal government. Listen to this.    http:// https//podcasts.apple.com/us/podcast/the-experiment/id1549704404?i=1000541470910,en,[],[],[],0,1,3,['deathpenalty'],[],https://twitter.com/EJUSA/status/1462194201505013762,False,,0,,,,,,,,[],,,,
1462143333149683715,1462143333149683715,2021-11-20 14:38:30 EST,2021-11-20,14:38:30,-0500,1438965721841684482,keepnupwithbren,KeepnUpWithBren,,"What kind of world we live in when you feel the death penalty is okay? You're no different then the person you're persecuting. In God's eyes, murder is murder. You will all have to answer God in the end, especially you so-called Christians. #deathpenalty",en,[],[],[],0,0,0,['deathpenalty'],[],https://twitter.com/Keepnupwithbren/status/1462143333149683715,False,,0,,,,,,,,[],,,,
1462089713221869572,1462089713221869572,2021-11-20 11:05:26 EST,2021-11-20,11:05:26,-0500,126037106,tndeathpenalty,TADP,,Don't miss this moving conversation with Pervis Payne's sister and attorney about the Shelby County DA's decision to finally acknowledge his intellectual disability and remove his death sentence. #JoyandRelief #PervisPayne #deathpenalty,en,[],[],[],0,0,5,"['joyandrelief', 'pervispayne', 'deathpenalty']",[],https://twitter.com/Tndeathpenalty/status/1462089713221869572,False,https://twitter.com/BNCNews/status/1461925871984553984,0,,,,,,,,[],,,,
1462084613006888969,1462084613006888969,2021-11-20 10:45:10 EST,2021-11-20,10:45:10,-0500,462464578,theallinoneteam,The All in One Team,,The doctors are part of the propaganda and deception.  It is clear that they are too afraid to speak out or are being paid off by compensation. They are guilty of crimes against Humanity. #CrimesAgainstHumanity #deathpenalty #Nuremberg2  https://t.co/yxg7vDeMIp,en,[],[],['https://pbs.twimg.com/media/FEpd_O4X0AEHKSz.jpg'],1,3,5,"['crimesagainsthumanity', 'deathpenalty', 'nuremberg2']",[],https://twitter.com/theallinoneteam/status/1462084613006888969,False,https://twitter.com/FiatLuxGenesis/status/1461786478925783048,1,https://pbs.twimg.com/media/FEpd_O4X0AEHKSz.jpg,,,,,,,[],,,,
1462070821120262157,1462070821120262157,2021-11-20 09:50:22 EST,2021-11-20,09:50:22,-0500,731860316,coachgamangus,G.A. Mangus,,"Sickening Evidence In Ghislaine Maxwell Trial Shows She ‘Set Up VIP Elites’ With Kids To Rape – enVolve  If you still don’t understand, you better hurry up. The whole corrupt truth is coming. #savethechildren #deathpenalty #therealvirus   https://t.co/1zCCJGkhPG",en,[],['https://en-volve.com/2021/11/16/sickening-evidence-in-ghislaine-maxwell-trial-shows-she-set-up-vip-elites-with-kids-to-rape/'],[],0,2,6,"['savethechildren', 'deathpenalty', 'therealvirus']",[],https://twitter.com/CoachGAMangus/status/1462070821120262157,False,,0,,,,,,,,[],,,,
1462070393641091075,1461542928841646083,2021-11-20 09:48:40 EST,2021-11-20,09:48:40,-0500,805138786388705281,littlelittles17,#SustainableJane #Editor #SaveEarth #ShopMindfully,,"@saint #PeteDavidson &amp; #KimKardashian prefect couple. She is studying to become a #lawyer. #OKGOV gave #JuliusJones #cemency over the #deathpenalty in light of #racistjurors calling him the #Nword &amp; that the should ""take him out back &amp; lynch him"" 20 yrsago final heard.",en,[],[],[],0,0,0,"['petedavidson', 'kimkardashian', 'lawyer', 'okgov', 'juliusjones', 'cemency', 'deathpenalty', 'racistjurors', 'nword']",[],https://twitter.com/Littlelittles17/status/1462070393641091075,False,,0,,,,,,,,"[{'screen_name': 'saint', 'name': 'SAINT', 'id': '2426313439'}]",,,,
1462055281744138249,1462055281744138249,2021-11-20 08:48:37 EST,2021-11-20,08:48:37,-0500,1225394965989265408,pigtownprogress,Pigtown Progressives,,Take action: Abolish the #deathpenalty once and for all! Urge your elected officials to permanently end this immoral and discriminatory policy!  https://t.co/v2PzlbkcBq,en,[],['https://www.afsc.org/action/tell-congress-stop-federal-executions-and-eliminate-death-penalty?ms=SOC22TS1026HJ&snw=2&ref=7b20d3eb-49cc-41ed-9b1a-08da3a6ff0df'],[],0,0,0,['deathpenalty'],[],https://twitter.com/PigtownProgress/status/1462055281744138249,False,,0,,,,,,,,[],,,,
1462050106170089473,1462050106170089473,2021-11-20 08:28:03 EST,2021-11-20,08:28:03,-0500,34445952,ckrx1,Charlie from Brooklyn,,#ItsNotOk #YouMatter #TalkAboutIt  The former president talked about the “rule of law” but it was #FakeNews. The law is not “just” in every case. Often the guilty go free and the innocent go to jail. It is time for the #DeathPenalty to be abolished. @POTUS @helenprejean,en,"[{'screen_name': 'potus', 'name': 'president biden', 'id': '1349149096909668363'}, {'screen_name': 'helenprejean', 'name': 'sister helen prejean', 'id': '14154231'}]",[],[],0,0,0,"['itsnotok', 'youmatter', 'talkaboutit', 'fakenews', 'deathpenalty']",[],https://twitter.com/ckrx1/status/1462050106170089473,False,https://twitter.com/ambermruffin/status/1461870102060535813,0,,,,,,,,[],,,,
1462014847449649153,1462014847449649153,2021-11-20 06:07:57 EST,2021-11-20,06:07:57,-0500,966878355814465537,anomiepotpourri,Anomie Potpourri,,"#Wisconsin Gov. Grieves Loss Of Life 🙄, Pleads For #Peace &amp; #Justice After #KyleRittenhouse Verdict. Translation: Eat another shit sandwich anybody who thinks that sniveling, #RightWing #Maniac (redundant?) deserves to get the #DeathPenalty.  https://t.co/X3XRvzSQor",en,[],['https://www.huffpost.com/entry/tony-evers-grief-peace-just-kyle-rittenhouse_n_619843a7e4b0f398af057fb8?ncid=NEWSSTAND0001'],[],0,0,0,"['wisconsin', 'peace', 'justice', 'kylerittenhouse', 'rightwing', 'maniac', 'deathpenalty']",[],https://twitter.com/AnomiePotpourri/status/1462014847449649153,False,,0,,,,,,,,[],,,,
1461967340556496897,1461967340556496897,2021-11-20 02:59:10 EST,2021-11-20,02:59:10,-0500,280230846,josephalafac,Joseph (il/lui) #ErkenSeçim,,"#Kuwait/#الكويت : High time for introducing HRs reforms.  -&gt; Establish a de jure moratorium on #deathpenalty, with aim to its abolition  -&gt; Criminalize #domestic violence &amp; combat GBV or discrimination based on gender - ensure equality in divorce, inheritance &amp; nationality  https://t.co/X7U5YscYrL",en,[],[],['https://pbs.twimg.com/media/FEnzjCvXIAIOs1O.jpg'],1,0,0,"['kuwait', 'الكويت', 'deathpenalty', 'domestic']",[],https://twitter.com/josephalafac/status/1461967340556496897,False,,1,https://pbs.twimg.com/media/FEnzjCvXIAIOs1O.jpg,,,,,,,[],,,,
